	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
11191	b'CXO J140315.5+542730'	14 03 15.71	+54 27 31.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.6748947930085	102.14317973474225	True	False
11192	b'[CHP2004] J140306.2+542012'	14 03 06.2	+54 20 12	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.78998847811454	102.04976297707607	True	False
11193	b'[CHP2004] J124203.7+323233'	12 42 03.7	+32 32 33	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	84.21705652607437	142.94194349542119	True	False
11194	b'CXO J213631.7-543357'	21 36 31.80	-54 33 57.6	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-45.38937582167959	341.28132729850944	True	False
11195	b'RX J031820.3-662911'	03 18 20.00	-66 29 10.9	6.0	6.0	1000.0	1000.0	0.0	D	X	b'2014MNRAS.442.1054H'															B0Ve	-44.645987250613395	283.3400494326949	True	False
11196	b'[YIT2003] 104'	01 27 48.0	-73 07 39	5.0	5.0			0.0	D		b'2003PASJ...55..161Y'															B0Ve	-43.742888988170996	299.2926805656941	True	False
11197	b'[ZFR2002] 18'	12 01 52.39	-18 52 06.8	6.0	6.0			0.0	D		b'2002ApJS..142..239Z'															B0Ve	42.46040299198142	286.95583055819014	True	False
11198	b'CXOU J073625.9+653757'	07 36 25.9	+65 37 57	5.0	5.0			0.0	D	X	b'2010AJ....139.1066Y'															B0Ve	29.142986430695828	150.5331230851601	True	False
11199	b'CXOU J140318.0+542541'	14 03 18.04	+54 25 41.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.69751573228472	102.10081628492682	True	False
11200	b'SXP 11.6'	01 57 16.15	-72 58 32.6	6.0	6.0	1.0	1.0	90.0	D	O	b'2003AJ....125..984M'		3.1622776e-16		3.1622776e-16											B0Ve	-43.30603963351698	296.3868816757072	False	False
11201	b'CXO J031823.7-662834'	03 18 23.76	-66 28 34.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-44.6480189546619	283.3235860576034	True	False
11202	b'[YIT2003]  38'	00 51 25.4	-72 27 29	5.0	5.0			0.0	D		b'2003PASJ...55..161Y'															B0Ve	-44.670196815690396	302.93346988240495	True	False
11203	b'2XMM J140228.3+541625'	14 02 28.229	+54 16 25.90	7.0	7.0	110.0	100.0	3.0	B	N	b'2003yCat.2246....0C'							1.1803194e-16	1.9364206999999997e-16	1.0641441e-15	1.786487e-15	2.6121601999999998e-15	2.9241497999999996e-15	7.128525e-16	1.0280165e-15	B0Ve	59.89283450076926	102.13626651655407	False	False
11204	b'[SP2003] 18'	07 36 45.2	+65 35 57	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.17503861350188	150.57255953495294	True	False
11205	b'CXO J140354.3+541411'	14 03 54.37	+54 14 11.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.809689142982556	101.74588047024434	True	False
11206	b'CXO J112053.6+531037'	11 20 53.64	+53 10 37.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.018209998718405	149.55451378019615	True	False
11207	b'CXO J140238.8+541756'	14 02 39.01	+54 17 55.8	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.85764104910224	102.11928725796018	True	False
11208	b'CXOU J133956.0-313824'	13 39 56.04	-31 38 24.8	6.0	6.0			0.0	D		b'2004MNRAS.351....1S'															B0Ve	30.105732230909695	314.86049833653937	True	False
11209	b'CXO J235807.8-323715'	23 58 07.79	-32 37 15.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-77.21882410779531	4.284791611797536	True	False
11210	b'CXO J031805.4-663014'	03 18 05.49	-66 30 14.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-44.652202741499956	283.38124234335544	True	False
11211	b'CXOM82 J095538.3+694030'	09 55 38.31	+69 40 30.3	6.0	6.0			0.0	C	O	b'2013ApJ...766...20L'	2.3388345e-24	9.311076e-24	1.7741917e-23		2.3227326000000003e-23										B0Ve	40.553050370685575	141.43008340849983	False	False
11212	b'[GWA2003] 21'	00 37 42.50	-33 43 04.5	6.0	6.0			0.0	D		b'2003ApJ...596L.171G'															B0Ve	-82.77755704675657	326.2669756382816	True	False
11213	b'[CHP2004] J124144.8+323222'	12 41 44.8	+32 32 22	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	84.19555876073919	143.5648891587019	True	False
11214	b'HD  34921'	05 22 35.2312	+37 40 33.640	14.0	14.0	0.0644	0.0463	90.0	A	O	b'2018yCat.1345....0G'	1.6595861e-07	2.2908682999999995e-08	3.311311e-08			5.973101e-08	2.0137236999999998e-07	3.1117165000000006e-07	5.8884365e-07						B0Ve	0.7103252605379269	170.05337561866796	False	False
11215	b'CXOU J123047.8+413807'	12 30 47.7	+41 38 07	5.0	5.0			0.0	D		b'2010ApJ...723.1375R'															B0Ve	74.88854608723682	137.87599135831186	True	False
11216	b'CXO J112052.8+530956'	11 20 52.86	+53 09 57.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.025310120375366	149.57188512883462	True	False
11217	b'CXOU J095531.8+693957'	09 55 31.88	+69 39 57.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	40.55078533965982	141.44696444495904	True	False
11218	b'CXOU J073643.0+653709'	07 36 43.0	+65 37 10	5.0	5.0			0.0	D	X	b'2010AJ....139.1066Y'															B0Ve	29.171932009471856	150.54920402333116	True	False
11219	b'SXP 5.05'	00 57 02.1882	-72 25 55.430	14.0	14.0	0.0378	0.0329	90.0	A	O	b'2018yCat.1345....0G'	1.6982419e-15	1.7377999e-16	1.0964781000000002e-16		1.7782793999999997e-16	1.1939872e-16	2.2594363e-16	2.5118841e-16	8.491802999999999e-16						B0Ve	-44.68972879948458	302.33773116920463	False	False
11220	b'[CHP2004] J124208.8+323239'	12 42 08.8	+32 32 39	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	84.22194627855164	142.77004160957927	True	False
11221	b'[TW2004] NGC 5194 78'	13 30 04.66	+47 14 17.0	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.50783031624437	104.81468950020854	True	False
11222	b'[GSG2009] 27'	14 53 56.2560	+03 33 03.132	8.0	8.0			0.0	D		b'2009AJ....137.3263G'															B0Ve	52.43140366950647	359.43338669877426	True	False
11223	b'CXO J140411.4+541726'	14 04 11.49	+54 17 26.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.74164755662966	101.73592184836308	True	False
11224	b'2XMM J073650.1+653604'	07 36 50.0	+65 36 03	5.0	5.0			0.0	D		b'2007ApJ...664..277Y'															B0Ve	29.1833515273077	150.5709661669549	True	False
11225	b'[ZFR2002] 22'	12 01 52.89	-18 52 10.0	6.0	6.0			0.0	D		b'2002ApJS..142..239Z'															B0Ve	42.460054679650796	286.95872352355184	True	False
11226	b'CXO J140253.3+541855'	14 02 53.21	+54 18 57.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.82463315576505	102.07992304588369	True	False
11227	b'CXOU J103847.6+533015'	10 38 47.69	+53 30 15.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	54.065632539870606	156.59834309734063	True	False
11228	b'INTREF   948'	18 56 42.920	+05 18 34.30	7.0	7.0			0.0	C	I	b'2007ATel.1072....1T'															B0Ve	1.2486247854648171	38.25848404969976	True	False
11229	b'CXO J140421.7+541921'	14 04 21.71	+54 19 21.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.701274658311796	101.72979758616314	True	False
11230	b'[CHP2004] J140308.4+541812'	14 03 08.4	+54 18 12	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.81503708513425	102.00476485592628	True	False
11231	b'RX J0051.9-7255'	00 51 54.20	-72 55 36.0	6.0	6.0			0.0	D	O	b'2010AJ....140..416B'															B0Ve	-44.20154268566419	302.88427314705217	True	False
11232	b'OGLE J010328.46-720653.6'	01 03 28.5	-72 06 51	5.0	5.0	600.0	600.0	90.0	C	X	b'2016A&A...586A..81H'		2.0417353999999998e-17	2.1379618e-17		1.3803823000000002e-17										B0Ve	-44.98354563577354	301.62575535944734	False	False
11233	b'CXOU J140327.7+541845'	14 03 27.75	+54 18 46.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.781453411831826	101.93665295956207	True	False
11234	b'[SP2003]  2'	07 37 26.3	+65 39 22	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.247481052683355	150.50992352901537	True	False
11235	b'CXOU J073632.5+653900'	07 36 32.5	+65 39 01	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.154927264636026	150.5132212414897	True	False
11236	b'CXOU J005203.4+473254'	00 52 03.43	+47 32 54.8	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-15.323061757279142	123.04027064851671	True	False
11237	b'[MA93] 1393'	01 03 37.5346	-72 01 33.205	14.0	14.0	0.0355	0.0247	90.0	A	O	b'2018yCat.1345....0G'		2.8840318e-15	2.2387231e-15			2.5733543e-15	2.3713738e-15	2.8707819e-15	5.4827735e-15						B0Ve	-45.07085560197338	301.60108626638487	False	False
11238	b'4U 2238+60'	22 39 20.8444	+61 16 26.607	14.0	14.0	0.0162	0.0158	90.0	A	O	b'2018yCat.1345....0G'		5.495405799999999e-17	1.5848925e-15	1.2882485e-14	1.2022642e-13	7.0680626e-15	3.5481355000000005e-12	1.109175e-11	2.7733190000000004e-11						B0Ve	2.362332820482873	107.73444810572668	False	False
11239	b'CXO J003737.6-334256'	00 37 37.60	-33 42 56.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-82.772251742	326.3963409434881	True	False
11240	b'[SP2003] 10'	07 37 02.6	+65 37 10	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.20562559559552	150.5504668406212	True	False
11241	b'RX J073655.7+653542'	07 36 55.6	+65 35 41	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.19278509197232	150.5783257459318	True	False
11242	b'1H 1238-599'	12 42 01.7	-60 12 06	5.0	5.0			0.0	D		b'2003A&A...411L..59E'															B0Ve	2.6487027525102653	301.7619029735832	True	False
11243	b'[TW2004] NGC 5194 79'	13 30 05.82	+47 10 31.9	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.56357041517249	104.73674174568028	True	False
11244	b'CXOU J100159.5+554048'	10 01 59.53	+55 40 48.2	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	48.36334463661161	157.8071394554817	True	False
11245	b'[CHP2004] J120153.0-185204'	12 01 52.90	-18 52 03.2	6.0	6.0	800.0	800.0	90.0	C	X	b'2006ApJS..166..211Z'							4.2657964e-15		2.8183817e-14						B0Ve	42.46188940718913	286.9581124509516	False	False
11246	b'[CHP2004] J140309.4+542053'	14 03 09.4	+54 20 53	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.776203888313674	102.04912132900374	True	False
11247	b'[BWE2015] NGC   55  36'	00 14 47.341	-39 13 02.58	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	-75.7023147905293	332.9009033711426	True	False
11248	b'[ZFR2002] 20'	12 01 52.70	-18 51 30.0	6.0	6.0	800.0	800.0	90.0	C	X	b'2006ApJS..166..211Z'															B0Ve	42.47059316755398	286.95384372233144	True	False
11249	b'4U 1901+03'	19 03 37.1	+03 11 31	5.0	5.0			0.0	D		b'2003IAUC.8081....2G'															B0Ve	-1.2500062857665648	37.161807508646376	True	False
11250	b'CXOU J140251.3+542136'	14 02 51.39	+54 21 36.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.789912403805026	102.13499796312716	True	False
11251	b'CXO J073750.1+653432'	07 37 50.26	+65 34 31.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.286280216246272	150.60372674043992	True	False
11252	b'[KRL2007b] 332'	18 41 00.43	-05 35 46.5	6.0	6.0			0.0	D		b'2004ATel..341....1H'									1.2589265e-09						B0Ve	-0.2387938489428712	26.764300219619013	False	False
11253	b'CXOU J095553.3+694101'	09 55 53.6	+69 41 02	5.0	5.0			0.0	D		b'2000Sci...290.1325G'															B0Ve	40.56589465771481	141.40369136715182	True	False
11254	b'[YIT2003]  39'	00 51 39.9	-73 02 58	5.0	5.0			0.0	D		b'2003PASJ...55..161Y'															B0Ve	-44.07879781148449	302.90888506762866	True	False
11255	b'[GSG2009] 35'	14 53 57.618	+03 32 41.85	7.0	7.0			0.0	D		b'2009AJ....137.3263G'															B0Ve	52.42323912432894	359.4323887433368	True	False
11256	b'CXOU J095546.1+694026'	09 55 46.4	+69 40 26	5.0	5.0			0.0	D		b'2000Sci...290.1325G'															B0Ve	40.56326257687253	141.42238249370206	True	False
11257	b'CXOU J123027.3+413813'	12 30 27.2	+41 38 14	5.0	5.0			0.0	D		b'2010ApJ...723.1375R'															B0Ve	74.86694567254044	138.10638367953794	True	False
11258	b'CXOU J133956.1-313835'	13 39 56.15	-31 38 35.9	6.0	6.0			0.0	D		b'2004MNRAS.351....1S'															B0Ve	30.102637422347172	314.86016862642794	True	False
11259	b'[CHP2004] J140249.1+542241'	14 02 49.1	+54 22 41	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.77777617269405	102.1636973702617	True	False
11260	b'2MASS J16415078-4532253'	16 41 50.7854	-45 32 25.452	14.0	14.0	1.3328	0.8942	90.0	A	O	b'2018yCat.1345....0G'						3.745413e-21	1.3583146599999997e-14	4.954498e-13	3.288518e-12						B0Ve	0.488956079437469	339.1889078538806	False	False
11261	b'CXO J073743.6+653345'	07 37 43.60	+65 33 45.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.2744275853492	150.61804338648082	True	False
11262	b'CXO J124235.1+323337'	12 42 35.14	+32 33 41.4	6.0	6.0			0.0	D		b'2005ApJS..156...35E'															B0Ve	84.2381191663365	141.84778589848918	True	False
11263	b'2MASS J12153816+3619446'	12 15 38.17	+36 19 44.7	6.0	6.0	110.0	100.0	87.0	B	I	b'2003yCat.2246....0C'							2.5822585e-15	7.0469236e-15	1.9186687e-14						B0Ve	78.07065912501069	160.25931021037434	False	False
11264	b'[M2002] SMC  32449'	00 55 07.8071	-72 22 41.079	14.0	14.0	0.0368	0.028999999999999998	90.0	A	O	b'2018yCat.1345....0G'		6.4565485e-15	5.1286141999999996e-15			4.1010947e-15									B0Ve	-44.747354225829056	302.5384829355115	False	False
11265	b'[JBC2011] 12'	04 45 41.76	-59 14 55.0	6.0	6.0			0.0	C	X	b'2011ApJ...734...33J'															B0Ve	-38.99131504113295	268.78601614924685	True	False
11266	b'1RXS J053043.4-655846'	05 29 51	-66 02.5	4.0	4.0	289200.0	289200.0	90.0	E	X	b'2010A&A...524A..64C'															B0Ve	-32.86439385419641	275.9871094089351	True	False
11267	b'CXOU J140236.3+542539'	14 02 36.34	+54 25 39.8	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.752738179683114	102.26873785181157	True	False
11268	b'[MA93] 1020'	00 57 36.0156	-72 19 34.057	14.0	14.0	0.0367	0.0299	90.0	A	O	b'2018yCat.1345....0G'	1.2882485e-15	1.1220188999999998e-16	1.07151865e-16	1.6218103000000002e-16	1.6180787e-16	1.0693021e-16	1.8197018e-16	2.8183817000000004e-16	4.6773525000000005e-16						B0Ve	-44.79423926092436	302.2728966984585	False	False
11269	b'CXO J235746.7-323607'	23 57 46.70	-32 36 07.4	6.0	6.0			0.0	D		b'2011AJ....142...20P'															B0Ve	-77.15712430933179	4.4877655596485	True	False
11270	b'[GSG2009] 42'	14 53 59.478	+03 31 47.79	7.0	7.0			0.0	D		b'2009AJ....137.3263G'															B0Ve	52.407446034810974	359.4225635668151	True	False
11271	b'[DK2003] M101-93'	14 03 28.6	+54 22 02	5.0	5.0			0.0	D		b'2004ApJ...609..710D'															B0Ve	59.7347229275851	101.99227252054087	True	False
11272	b'V* V572 Pup'	08 12 28.3576	-31 14 52.138	14.0	14.0	0.0165	0.0228	90.0	A	O	b'2018yCat.1345....0G'	7.244354000000001e-13	9.332549e-14	1.8197018e-13	3.630784e-13		3.27869e-13	4.62381e-12	7.481688e-12	1.2331037e-11		1.4791086e-13	1.9498444e-13	1.862089e-13		B0Ve	1.5428159022002188	249.57821780218958	False	False
11273	b'[GSG2009] 37'	14 53 57.8940	+03 32 38.502	8.0	8.0			0.0	D		b'2009AJ....137.3263G'															B0Ve	52.42176380192989	359.43251329199984	True	False
11274	b'CXO J140306.4+541025'	14 03 06.49	+54 10 26.8	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.92586955610437	101.87207466297876	True	False
11275	b'CXOU J120150.1-185424'	12 01 50.19	-18 54 25.7	6.0	6.0			0.0	D		b'2002ApJS..142..239Z'															B0Ve	42.4208896981396	286.9580136339383	True	False
11276	b'AzV 285'	01 01 55.8078	-72 32 36.404	14.0	14.0	0.0315	0.0276	90.0	A	O	b'2018yCat.1345....0G'	1.9054596e-13	1.1748966999999999e-14	9.549916e-15		9.772367e-15	8.396531999999999e-15	1.0471297e-14	1.2882485e-14	1.5488152e-14						B0Ve	-44.56230735758213	301.8278440111773	False	False
11277	b'CXO J235743.9-323441'	23 57 43.97	-32 34 41.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-77.15705088884408	4.6036801913432335	True	False
11278	b'CXO J140416.6+541614'	14 04 16.67	+54 16 14.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.75128388687378	101.69328374571036	True	False
11279	b'[JPJ2000] V09'	14 03 12.1	+54 21 22	5.0	5.0			0.0	D		b'2000MNRAS.313..868J'															B0Ve	59.765877348088964	102.04690715946556	True	False
11280	b'RX J0057.9-7156'	00 57 58.2	-71 56 26	5.0	5.0			0.0	D		b'1999A&AS..136...81K'		7.943276000000001e-18													B0Ve	-45.17858807146412	302.21382645666597	False	False
11281	b'[ZFB2006]  27'	12 01 51.3184	-18 52 24.889	14.0	14.0	2.0998	1.6675	90.0	A	O	b'2018yCat.1345....0G'						1.9107347e-20									B0Ve	42.45445573529477	286.95206244290006	False	False
11282	b'CXOU J073708.4+654212'	07 37 08.44	+65 42 12.6	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.218293260204703	150.45457254155903	True	False
11283	b'CXO J140240.6+541345'	14 02 40.80	+54 13 46.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.91354723387863	102.0370019770864	True	False
11284	b'2MASS J14034739+5422295'	14 03 47.3814	+54 22 29.492	14.0	14.0	0.1371	0.1331	90.0	A	O	b'2018yCat.1345....0G'						1.8001161e-19									B0Ve	59.70340031791569	101.92486309331335	False	False
11285	b'CXO J112114.0+530952'	11 21 14.05	+53 09 52.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.061472614432276	149.4966989855429	True	False
11286	b'NAME NGC 300 X-1'	00 55 09.990	-37 42 12.16	7.0	7.0			0.0	D		b'2007A&A...461L...9C'			3.6307762e-23												B0Ve	-79.39582192645851	298.92115970802985	False	False
11287	b'[WCI2003] 53'	11 11 38.99	+55 41 02.5	6.0	6.0			0.0	D		b'2003ApJ...598..969W'															B0Ve	56.257185946561215	148.2773902870302	True	False
11288	b'[HCG2004] NGC 5253 NC  47'	13 39 55.40	-31 38 46.1	6.0	6.0			0.0	D		b'2004ApJ...603..503H'															B0Ve	30.100445751819876	314.85645862889106	True	False
11289	b'CXO J140231.2+542726'	14 02 31.38	+54 27 25.2	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.73456776727024	102.3201649125107	True	False
11290	b'SXP 95.2'	00 53 26.4	-72 49 16	5.0	5.0			0.0	D		b'2002A&A...385..464L'															B0Ve	-44.30633825042676	302.72534689268434	True	False
11291	b'[SBH2012] 11'	06 01 08.750	-23 40 17.44	7.0	7.0			0.0	C	X	b'2012AJ....144...12S'															B0Ve	-21.131485198368974	229.52791022777058	True	False
11292	b'CXO J112109.5+530927'	11 21 09.59	+53 09 27.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.059264834029406	149.5218713102317	True	False
11293	b'[BWE2015] NGC   55  43'	00 14 48.622	-39 12 15.95	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	-75.71529548576123	332.91729852873664	True	False
11294	b'CXO J003739.1-334229'	00 37 39.16	-33 42 29.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-82.78139060257827	326.3830261816064	True	False
11295	b'V* V490 Cep'	21 39 30.6903	+56 59 10.421	14.0	14.0	0.0173	0.0185	90.0	A	O	b'2018yCat.1345....0G'		6.309575999999999e-16				1.525106e-14	1.4825165e-12	3.8547876e-12	1.1857697e-11						B0Ve	3.312525503898007	99.01223084844507	False	False
11296	b'[SG2005] SMC 45'	01 00 22.9	-72 11 27	5.0	5.0			0.0	D		b'2005MNRAS.362..879S'			1e-17												B0Ve	-44.92064730307015	301.9663420696442	False	False
11297	b'RX J0053.9-7226'	00 53 55.181	-72 26 44.88	7.0	7.0	100.0	60.0	0.0	B	I	b'2003yCat.2246....0C'		2.2387231e-15	1.9054595e-15				5.4954058e-15	9.332549e-15	1.5488152e-14						B0Ve	-44.68118420777174	302.6687474016489	False	False
11298	b'[CHP2004] J140307.9+541837'	14 03 07.9	+54 18 37	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.80987549455106	102.01431508583342	True	False
11299	b'[CHP2004] J095619.6+694146'	09 56 19.6	+69 41 46	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	40.58926711347964	141.36170297376233	True	False
11300	b'[BWE2015] NGC 2403  48'	07 36 35.6	+65 36 09	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.158636676961667	150.56810668045114	True	False
11301	b'[CHP2004] J124205.0+323152'	12 42 05.0	+32 31 52	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	84.22932595616514	142.9405107803254	True	False
11302	b'[SBH2012] 13'	06 01 08.830	-23 39 45.57	7.0	7.0			0.0	C	X	b'2012AJ....144...12S'															B0Ve	-21.12797528038761	229.519191026745	True	False
11303	b'RX J0053.4-7227'	00 53 23.8588	-72 27 15.446	14.0	14.0	0.0418	0.0372	90.0	A	O	b'2018yCat.1345....0G'	8.709627400000001e-16	7.76246e-17	6.4565344e-17		7.24437e-17	6.185871999999999e-17	5.495405799999999e-17	1.577611e-16	4.8977943e-17						B0Ve	-44.67317154931643	302.7242312603118	False	False
11304	b'[SG2005] LMC 26'	05 27 31.5	-65 20 34	5.0	5.0			0.0	D		b'2005A&A...431..597S'															B0Ve	-33.18436903968524	275.1930030821479	True	False
11305	b'[SBH2012] 2'	06 01 05.190	-23 41 01.99	7.0	7.0			0.0	C	X	b'2012AJ....144...12S'															B0Ve	-21.148644299370766	229.53496110292198	True	False
11306	b'IGR J13186-6257'	13 18 25	-62 58.3	4.0	4.0	195600.0	195600.0	90.0	E	G	b'2016ApJS..223...15B'									1.4454392e-13						B0Ve	-0.26028944208787363	305.9913326211385	False	False
11307	b'[CHP2004] J140307.4+541938'	14 03 07.4	+54 19 38	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.79632495382754	102.03468528771653	True	False
11308	b'V* BQ Cam'	03 34 59.9116	+53 10 23.296	14.0	14.0	0.0263	0.0216	90.0	A	O	b'2018yCat.1345....0G'		6.918312e-18	3.8018934e-16	5.4954058e-15	9.1201095e-14	6.029761600000001e-15	1.5240514e-12	6.165949299999999e-12	1.8030159e-11						B0Ve	-2.1940238611948932	146.0520978979757	False	False
11309	b'[BWE2015] NGC   55  40'	00 14 43.610	-39 12 40.05	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	-75.70052122842115	332.9553807529653	True	False
11310	b'SK -68  122'	05 33 20.6952	-68 41 23.399	14.0	14.0	0.0308	0.0305	90.0	A	O	b'2018yCat.1345....0G'		2.2908658e-13	1.9952632000000002e-13			2.0017056e-13	1.7947324000000001e-13	1.659588e-13	1.6255504e-13						B0Ve	-32.201315623170075	279.05420224364696	False	False
11311	b'SV* HV  2289'	05 01 23.8898	-70 33 34.206	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'		3.981075e-15	3.1622777000000002e-15												B0Ve	-34.527969982219076	281.93536161772147	False	False
11312	b'[LP2006] N5253-S004'	13 39 55.76	-31 38 32.0	6.0	6.0			0.0	D		b'2006ApJS..166..188L'															B0Ve	30.10399406809718	314.85887784896215	True	False
11313	b'CXO J140248.2+541829'	14 02 48.27	+54 18 27.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.837940542079004	102.09125662115044	True	False
11314	b'CXO J140251.4+542746'	14 02 51.38	+54 27 47.6	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.7031766832032	102.2459703460888	True	False
11315	b'[DK2003] M51-45'	13 29 56.06	+47 13 50.9	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.52435567425952	104.86731464754814	True	False
11316	b'[SSS2004] 26'	13 40 02.19	-31 37 19.1	6.0	6.0			0.0	D		b'2004MNRAS.351....1S'															B0Ve	30.11883066583195	314.88968681385546	True	False
11317	b'[SBH2012] 3'	06 01 06.330	-23 40 44.78	7.0	7.0			0.0	C	X	b'2012AJ....144...12S'															B0Ve	-21.14285189909769	229.53188623230915	True	False
11318	b'CXOU J140351.9+542149'	14 03 51.9	+54 21 49	5.0	5.0			0.0	D		b'2004ApJ...609..710D'															B0Ve	59.706797562264136	101.89445664631958	True	False
11319	b'[GSG2009] 41'	14 53 59.45	+03 31 57.3	6.0	6.0			0.0	D		b'2004ApJS..154..519S'															B0Ve	52.40929920878929	359.4256555307976	True	False
11320	b'XTE J0050-731'	00 50 44.6	-73 16 05	5.0	5.0	1800000.0	1800000.0	90.0	E	X	b'2016A&A...586A..81H'															B0Ve	-43.860103355089436	303.0012579982347	True	False
11321	b'V* V479 Sct'	18 26 15.0561	-14 50 54.249	14.0	14.0	0.0437	0.0441	90.0	A	O	b'2018yCat.1345....0G'	9.549915999999999e-13	5.888443e-13	5.3703123e-12	9.120109e-12		1.5892767999999998e-11	9.462368e-10	1.7741878e-09	2.9512109999999997e-09		1.6982418999999997e-12	1.2589266e-11	4.1686928000000004e-11		B0Ve	-1.2892116773818603	16.881586885895512	False	False
11322	b'[CHP2004] J140328.8+542113'	14 03 28.8	+54 21 13	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.74586043204043	101.976715958783	True	False
