	s_MAIN_ID	s_RA	s_DEC	s_RA_PREC	s_DEC_PREC	s_COO_ERR_MAJA	s_COO_ERR_MINA	s_COO_ERR_ANGLE	s_COO_QUAL	s_COO_WAVELENGTH	s_COO_BIBCODE	s_FLUX_U	s_FLUX_B	s_FLUX_V	s_FLUX_R	s_FLUX_I	s_FLUX_G	s_FLUX_J	s_FLUX_H	s_FLUX_K	s_FLUX_u	s_FLUX_g	s_FLUX_r	s_FLUX_i	s_FLUX_z	s_class	s_glat	s_glon	s_nan_spectra	s_zero_spectra
11323	b'CXOU J073653.9+653535'	07 36 53.9	+65 35 35	5.0	5.0			0.0	D	X	b'2010AJ....139.1066Y'															B0Ve	29.189805118572984	150.5801238051111	True	False
11324	b'X LMC X-1'	05 39 38.8285	-69 44 35.533	14.0	14.0	0.0195	0.0201	90.0	A	O	b'2018yCat.1345....0G'		1.5848925e-15	3.1622777000000002e-15			2.7599412000000002e-15	2.0183677e-14	2.9040247e-14	5.093306e-14						B0Ve	-31.51582029607816	280.203002893151	False	False
11325	b'[SBH2012] 6'	06 01 06.900	-23 40 54.13	7.0	7.0			0.0	C	X	b'2012AJ....144...12S'															B0Ve	-21.14177230945357	229.53532901576733	True	False
11326	b'CXO J140247.0+542654'	14 02 47.06	+54 26 55.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.72110233859346	102.24778556868073	True	False
11327	b'CXOU J120153.2-185240'	12 01 53.30	-18 52 40.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	42.45239673164743	286.96377261907304	True	False
11328	b'[MA93]  300'	00 49 29.848	-73 10 58.33	7.0	7.0	90.0	90.0	90.0	B	I	b'2003yCat.2246....0C'	4.3651617999999994e-16	1.4125364000000001e-16	2.1877624e-16	4.1686927999999994e-16			2.5703948e-16	5.128614e-16	9.772366999999999e-16						B0Ve	-43.94464853968596	303.1268529658195	False	False
11329	b'V* X Per'	03 55 23.0778	+31 02 45.045	14.0	14.0	0.0461	0.0256	90.0	A	O	b'2018yCat.1345....0G'	8.128302499999999e-07	1.4454392999999998e-07	1.9054616e-07			5.574425e-07	7.095775000000001e-07	8.452789e-07	1.2022641999999999e-06						B0Ve	-17.136188891297962	163.08135727429473	False	False
11330	b'[WCI2003] 40'	11 11 32.39	+55 40 27.0	6.0	6.0			0.0	D		b'2003ApJ...598..969W'															B0Ve	56.253968319310545	148.30995881629426	True	False
11331	b'SWIFT J1626.5-5156'	16 26 36.5197	-51 56 30.599	14.0	14.0	0.042	0.0277	90.0	A	O	b'2018yCat.1345....0G'				9.332528e-17	2.570395e-15	1.8310495e-16	3.6643767000000006e-14	1.12719756e-13	2.9040247e-13						B0Ve	-2.0027094040709867	332.78101290397836	False	False
11332	b'LIN 198'	00 52 05.6254	-72 26 04.230	14.0	14.0	0.0296	0.0232	90.0	A	O	b'2018yCat.1345....0G'	1.3803853999999999e-14	1.2302692000000001e-15	1.2302692000000001e-15	1.2302692000000001e-15		1.4635229999999998e-15	1.5135623e-15	2.4322022e-15	3.5563099999999996e-15						B0Ve	-44.693655441056826	302.86231724479813	False	False
11333	b'CXOU J140326.1+542333'	14 03 26.15	+54 23 33.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.71676089748585	102.02954502410385	True	False
11334	b'CXOU J123032.8+413845'	12 30 32.8	+41 38 45	5.0	5.0			0.0	D		b'2010ApJ...723.1375R'															B0Ve	74.86418445511224	138.03265013484514	True	False
11335	b'CXOU J132954.6+471317'	13 29 54.62	+47 13 17.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	68.53453943134662	104.8671236867607	True	False
11336	b'[MCG2004] D09'	12 01 55.33	-18 52 48.9	6.0	6.0			0.0	D		b'2004ApJ...605..725M'															B0Ve	42.45210569031865	286.9751073585107	True	False
11337	b'CXOU J103846.6+533013'	10 38 46.70	+53 30 13.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	54.063954069334926	156.6015806729439	True	False
11338	b'CXO J140208.8+541545'	14 02 08.53	+54 15 45.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.92817276993914	102.20463136307735	True	False
11339	b'[HP2004] 60'			0.0	0.0			0.0			b''															B0Ve			True	False
11340	b'[TW2004] NGC 5194 83'	13 30 08.89	+47 12 18.5	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.53299308691443	104.7481506402356	True	False
11341	b'CXO J003738.3-334308'	00 37 38.35	-33 43 09.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-82.77024186572756	326.3659945537691	True	False
11342	b'AzV 503'	01 21 40.6226	-72 57 30.906	14.0	14.0	0.03	0.024	90.0	A	O	b'2018yCat.1345....0G'		5.8884425999999994e-15	5.0118702e-15			7.351903e-15	5.662396e-15	8.222426e-15	9.1411415e-15						B0Ve	-43.98885512920225	299.86006312301333	False	False
11343	b'[JBC2011] 4'	04 45 31.61	-59 14 54.6	6.0	6.0			0.0	C	X	b'2011ApJ...734...33J'															B0Ve	-39.012464098666456	268.79181990953964	True	False
11344	b'HD  63666'	07 47 23.5848	-53 19 56.823	14.0	14.0	0.0425	0.0494	90.0	A	O	b'2018yCat.1345....0G'		2.5118869999999996e-08	2.5118869999999996e-08			2.9943310000000005e-08	3.953667299999999e-08	3.926448e-08	4.3351097000000003e-08						B0Ve	-13.725848819202941	266.3126247923597	False	False
11345	b'[R2005b]  8'	01 24 37.67	+03 47 16.1	6.0	6.0			0.0	D		b'2005MNRAS.359..455R'															B0Ve	-58.062432620489766	138.72771420571527	True	False
11346	b'NAME XTE POSITION B'	01 05 00.00	-72 06 21.6	6.0	6.0			0.0	D		b'2005A&A...442.1135L'															B0Ve	-44.98346628957427	301.45977439341567	True	False
11347	b'CXOU J073706.4+653451'	07 37 06.4	+65 34 52	5.0	5.0			0.0	D	X	b'2010AJ....139.1066Y'															B0Ve	29.210931650690092	150.59460223692076	True	False
11348	b'[PCV2006] ULX 28'	12 01 58.22	-18 52 04.5	6.0	6.0			0.0	D		b'2002ApJS..142..239Z'															B0Ve	42.466965138301155	286.9857056623666	True	False
11349	b'[GSG2009] 24'	14 53 55.76	+03 33 28.1	6.0	6.0			0.0	D		b'2004ApJS..154..519S'															B0Ve	52.43757466960112	359.4395839686354	True	False
11350	b'CXOU J120152.6-185406'	12 01 52.68	-18 54 06.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	42.42871572741009	286.9689390542973	True	False
11351	b'SXP 82.4'	00 52 08.9597	-72 38 03.308	14.0	14.0	0.0267	0.0194	90.0	A	O	b'2018yCat.1345....0G'	4.6773524000000005e-15	7.079464299999999e-16	5.888442999999999e-16		1.4791085999999997e-15	7.9854587e-16	1.9498443999999997e-15	2.6302684999999995e-15	4.0737995e-15						B0Ve	-44.49389739741851	302.85750740682795	False	False
11352	b'SXP 7.59'	00 39 42.37	-73 24 27.4	6.0	6.0			0.0	D		b'2017ApJ...847...26H'															B0Ve	-43.69425513427162	304.0898526209662	True	False
11353	b'CXO J140344.7+542401'	14 03 44.72	+54 24 02.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.685407581893074	101.96347888701412	True	False
11354	b'CXOU J103851.2+532927'	10 38 51.24	+53 29 27.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	54.08042441030573	156.60893556005612	True	False
11355	b'[DK2003] M101-87'	14 03 26.2	+54 19 51	5.0	5.0			0.0	D		b'2004ApJ...609..710D'															B0Ve	59.768389813919704	101.96251818253408	True	False
11356	b'AX J1739.1-3020'	17 39 11.58	-30 20 37.6	6.0	6.0			0.0	D		b'2004ATel..218....1S'		1e-17	1.5848925e-15				2.5118843e-09	1.5031421e-08	3.732502e-08						B0Ve	0.4451639519284748	358.0678456605148	False	False
11357	b'CXOM51 J132938.0+471613'	13 29 38.01	+47 16 13.4	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.50881935109908	105.03852571433694	True	False
11358	b'CXO J140331.8+541521'	14 03 32.16	+54 15 21.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.823152005770986	101.85697093235922	True	False
11359	b'CXOU J095510.7+693955'	09 55 10.78	+69 39 55.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	40.52618127205139	141.47080201288867	True	False
11360	b'EV* N2403 V0038'	07 37 10.23	+65 33 11.1	6.0	6.0			0.0	C	O	b'2009yCat....1.2023S'			6.309562599999999e-19												B0Ve	29.21662669376369	150.6269413810045	False	False
11361	b'[TW2004] NGC 5194  8'	13 29 42.51	+47 10 42.7	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.58770081543888	104.90517643816014	True	False
11362	b'[GSG2009] 31'	14 53 56.8920	+03 32 57.582	8.0	8.0			0.0	D		b'2009AJ....137.3263G'															B0Ve	52.428406121630545	359.43440699497705	True	False
11363	b'CXOU J120155.5-185223'	12 01 55.50	-18 52 23.7	6.0	6.0	800.0	800.0	90.0	C	X	b'2006ApJS..166..211Z'															B0Ve	42.45904091870557	286.97353148641963	True	False
11364	b'CXOU J103846.5+533038'	10 38 46.57	+53 30 38.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	54.05985537016578	156.59218956852897	True	False
11365	b'IGR J18219-1347'	18 21 54.82	-13 47 26.7	6.0	6.0	640.0	640.0	90.0	C	X	b'2013ApJ...775L..24L'															B0Ve	0.13424121755442212	17.32455636743366	True	False
11366	b'CXOU J140252.8+542433'	14 02 52.87	+54 24 33.0	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.7466720374337	102.18190525571322	True	False
11367	b'[SP2003] 29'	07 36 53.8	+65 33 32	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.188503470874767	150.6192323211614	True	False
11368	b'CXOU J120152.1-185220'	12 01 52.10	-18 52 20.6	6.0	6.0	800.0	800.0	90.0	C	X	b'2006ApJS..166..211Z'															B0Ve	42.45640433957241	286.9556786547895	True	False
11369	b'[MA93]  717'	00 53 52.14	-72 26 38.9	6.0	6.0	100.0	60.0	178.0	B	I	b'2003yCat.2246....0C'			1.9952632e-14				1.6069425e-13	3.2960944e-13	3.5563102e-13						B0Ve	-44.68289644176932	302.6740906680888	False	False
11370	b'CXOU J231447.3+043206'	23 14 47.33	+04 32 06.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-50.66192024072156	82.86335455852995	True	False
11371	b'SXP 214'	00 50 11.2733	-73 00 25.973	14.0	14.0	0.1093	0.0703	90.0	A	O	b'2018yCat.1345....0G'		6.025592299999999e-16	4.6773525000000005e-16	3.3884394000000003e-16	3.3884394000000003e-16	8.994986000000002e-16	4.265796400000001e-16	3.6307839999999997e-16	2.3988336e-16						B0Ve	-44.12072890808039	303.05914784045564	False	False
11372	b'[HSS2004]  3'	12 15 26.35	+36 19 44.5	6.0	6.0			0.0	D		b'2004MNRAS.348..406H'															B0Ve	78.04407872028612	160.40166530349444	True	False
11373	b'CXO J073621.1+653913'	07 36 21.21	+65 39 13.6	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.135663636775078	150.50845921440768	True	False
11374	b'CXO J034006.7-353644'	03 40 06.72	-35 36 44.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-53.300988555761116	236.9754172829556	True	False
11375	b'[HP2004] 65'			0.0	0.0			0.0			b''															B0Ve			True	False
11376	b'CXO J034012.4-353740'	03 40 12.45	-35 37 40.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-53.28123836531024	237.00051847100087	True	False
11377	b'[CHP2004] J100202.2+554052'	10 02 02.2	+55 40 52	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	48.36855106748325	157.8016399603767	True	False
11378	b'CXO J073719.1+653052'	07 37 19.22	+65 30 52.2	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.230893842270927	150.67169964113103	True	False
11379	b'CXOU J140301.6+541822'	14 03 01.64	+54 18 22.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.821444914697	102.03546373696237	True	False
11380	b'[CW2009] N4214-19'	12 15 41.87	+36 19 15.3	6.0	6.0			0.0	D	R	b'2009AJ....137.3869C'															B0Ve	78.08504206936604	160.2411333056044	True	False
11381	b'XMMU J124823.1+082802'	12 48 23.10	+08 28 02.5	6.0	6.0			0.0	E	X	b'2012MNRAS.426.3225B'															B0Ve	71.32512852235733	300.57369508940286	True	False
11382	b'V* QV Nor'	15 42 23.3633	-52 23 09.576	14.0	14.0	0.0364	0.0253	90.0	A	O	b'2018yCat.1345....0G'		5.0118809999999994e-17	3.1622777000000002e-15			6.472917e-14	4.385309e-11	1.2302692e-10	2.1037782999999998e-10						B0Ve	2.1636942290636334	327.4197000131294	False	False
11383	b'[CW2009] N1569-11'	04 30 46.54	+64 50 53.6	6.0	6.0			0.0	D	R	b'2009AJ....137.3869C'															B0Ve	11.238527952340494	143.67885787681368	True	False
11384	b'[PCV2006] ULX 23'	12 01 54.27	-18 52 01.9	6.0	6.0			0.0	D		b'2002ApJS..142..239Z'															B0Ve	42.463636023588116	286.9650584599148	True	False
11385	b'[R2005b]  9'	01 24 35.68	+03 47 29.7	6.0	6.0			0.0	D		b'2005MNRAS.359..455R'															B0Ve	-58.06077548066978	138.7108089899709	True	False
11386	b'CXO J140351.2+541849'	14 03 51.31	+54 18 49.4	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.74929340543124	101.84253565105027	True	False
11387	b'[DK2003] M101-3'	14 02 49.6	+54 19 59	5.0	5.0			0.0	D		b'2004ApJ...609..710D'															B0Ve	59.81493030733578	102.11317327803171	True	False
11388	b'RX J132943+47115'	13 29 43.31	+47 11 34.8	6.0	6.0	700.0	700.0	0.0	C	X	b'2014MNRAS.442.1054H'		6.3095622999999995e-24	9.772367000000002e-25		3.1622777e-26										B0Ve	68.57355169254532	104.91556016117949	False	False
11389	b'V* DZ Tuc'	00 50 44.7076	-73 16 05.432	14.0	14.0	0.0318	0.0261	90.0	A	O	b'2018yCat.1345....0G'	3.4673681e-15	4.265796400000001e-16	3.6307839999999997e-16		4.897783000000001e-16	4.3994682e-16	5.058252e-16	6.918311999999999e-16	9.772366999999999e-16						B0Ve	-43.85998383813875	303.00107836790147	False	False
11390	b'CXOU J140331.2+542114'	14 03 31.26	+54 21 14.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.742248218262084	101.96723766837157	True	False
11391	b'2XMM J174906.8-273232'	17 49 06.79	-27 32 32.4	6.0	6.0	800.0	800.0	90.0	C	X	b'2012ApJ...756...27L'															B0Ve	0.06377874162737335	1.590785035163762	True	False
11392	b'[BWE2015] NGC   55  29'	00 14 56.775	-39 13 17.34	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	-75.71640059532491	332.7902674024262	True	False
11393	b'[BWE2015] NGC 2403 183'	07 37 08.237	+65 35 25.54	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	29.214392581852827	150.58404971940666	True	False
11394	b'[LPS2002] 17'	13 29 52.3030	+47 11 44.586	8.0	8.0			0.0	D		b'2002ApJ...566..818L'															B0Ve	68.56073604376579	104.85489178068501	True	False
11395	b'CXO J140310.9+543007'	14 03 11.15	+54 30 06.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.644775950863725	102.207745991219	True	False
11396	b'CXOU J095547.4+694059'	09 55 47.7	+69 41 00	5.0	5.0			0.0	D		b'2000Sci...290.1325G'															B0Ve	40.559285341367286	141.4108382637263	True	False
11397	b'CXO J073711.1+652825'	07 37 11.11	+65 28 28.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.21558606880248	150.71701960637822	True	False
11398	b'[CHP2004] J140325.1+543026'	14 03 25.1	+54 30 26	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.62194704790206	102.15744506603319	True	False
11399	b'CXO J073731.1+653903'	07 37 31.14	+65 39 03.6	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.25563768955663	150.51606498040658	True	False
11400	b'JCMTSE J123034.5+413856'	12 30 34.1	+41 38 59	5.0	5.0			0.0	D		b'2010ApJ...723.1375R'															B0Ve	74.86174236289618	138.0132958447275	True	False
11401	b'CXOU J120158.4-185249'	12 01 58.41	-18 52 49.2	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	42.45516358233088	286.99103503468586	True	False
11402	b'CXO J140215.2+542802'	14 02 15.20	+54 28 03.8	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.74661430376109	102.39715881671331	True	False
11403	b'CXO J140245.8+542604'	14 02 45.86	+54 26 04.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.73454501976172	102.23750236392306	True	False
11404	b'[HDL95] source 1'	04 30 48.14	+64 50 50.5	6.0	6.0			0.0	D		b'2002ApJ...574..663M'															B0Ve	11.240052413239901	143.681446464368	True	False
11405	b'SK  160'	01 17 05.1447	-73 26 36.015	14.0	14.0	0.0394	0.0319	90.0	A	O	b'2018yCat.1345....0G'	5.888443e-13	7.585778e-14	5.0118702e-14		6.7608286e-14	6.3650176e-14	3.5892218e-14	3.0690253e-14	3.3573764e-14						B0Ve	-43.55935036899333	300.4149567899406	False	False
11406	b'CXO J140335.7+542400'	14 03 35.76	+54 24 01.2	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.697497358122085	101.99926732088474	True	False
11407	b'[BWE2015] NGC 2403   8'	07 37 01.685	+65 32 36.37	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	29.201583131120056	150.6374388557141	True	False
11408	b'[CHP2004] J140316.0+541820'	14 03 16.0	+54 18 20	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.803101200293646	101.97637228398537	True	False
11409	b'[MA93] 1557'	01 05 55.4	-72 03 49	5.0	5.0	500.0	500.0	90.0	C	X	b'2016A&A...586A..81H'	2.3442283e-15	2.454710700000001e-16	2.3442283e-16	2.8840318e-16											B0Ve	-45.020263897131976	301.35503654197447	False	False
11410	b'RX J0051.3-7250'	00 51 18.93	-72 50 36.5	6.0	6.0	170.0	160.0	68.0	B	I	b'2003yCat.2246....0C'							2.1877624000000002e-17	3.1622777000000004e-17							B0Ve	-44.28477719555338	302.9445354137967	False	False
11411	b'[SSF98] V103'	14 03 24.86	+54 22 45.1	6.0	6.0			0.0	D	O	b'1998ApJ...508..491S'			1.1481522000000001e-23		1.7782793999999998e-22										B0Ve	59.729643722843406	102.0203253060675	False	False
11412	b'CXO J073737.0+653200'	07 37 37.03	+65 32 00.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.26222170033022	150.6509424187491	True	False
11413	b'CXO J123038.9+413822'	12 30 38.9	+41 38 22	5.0	5.0			0.0	D		b'2010ApJ...723.1375R'															B0Ve	74.87614064091242	137.97103405882794	True	False
11414	b'BD+49  3718'	22 01 38.2020	+50 10 04.633	14.0	14.0	0.0322	0.0315	90.0	A	O	b'2018yCat.1345....0G'	1.1220189e-09	3.3884395e-10	4.897783299999999e-10			5.019955e-10	1.6672477e-09	1.9906723e-09	3.1915357e-09						B0Ve	-4.0411998073406945	97.24776777161257	False	False
11415	b'CXO J073714.6+653202'	07 37 14.85	+65 32 02.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.223975962822852	150.64918483850857	True	False
11416	b'CXO J140233.8+541204'	14 02 33.91	+54 12 03.7	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.94654849300362	102.03432036932043	True	False
11417	b'[HP2004] 62'			0.0	0.0			0.0			b''															B0Ve			True	False
11418	b'CXOU J132954.1+471130'	13 29 54.16	+47 11 30.2	6.0	6.0			0.0	D		b'2004ApJ...601..735T'															B0Ve	68.56224914118175	104.83730402880023	True	False
11419	b'CXOU J100158.8+554044'	10 01 58.88	+55 40 44.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	48.36243272089303	157.8096005481805	True	False
11420	b'V* BR Cir'	15 20 40.85	-57 10 00.1	6.0	6.0	60.0	60.0	90.0	B	I	b'2003yCat.2246....0C'		3.9810753e-22	3.9810753e-22				1.807174e-13	3.0130067000000004e-12	2.0323552e-11						B0Ve	0.037743349152441034	322.1185251926029	False	False
11421	b'CXOU J005245.0-722844'	00 52 45.0974	-72 28 43.787	14.0	14.0	0.0319	0.0261	90.0	A	O	b'2018yCat.1345....0G'		2.8183815999999996e-15	2.2387231e-15			1.2159057e-15	1.0715186e-15	1.5488151e-15	1.2589265e-15						B0Ve	-44.64906817865163	302.79294286893816	False	False
11422	b'SDSS J121406.21+543143.1'	12 14 06.1968	+54 31 43.131	14.0	14.0	0.3173	0.3257	90.0	A	O	b'2018yCat.1345....0G'						1.8335804e-20				7.413117e-21	1.2531399e-20	2.6061557999999997e-20	2.6730067000000004e-20	9.549916e-21	B0Ve	61.760158829426224	134.40483866804644	False	False
11423	b'2MASS J20002185+3211232'	20 00 21.8553	+32 11 23.130	14.0	14.0	0.0281	0.0336	90.0	A	O	b'2018yCat.1345....0G'		2.5118843e-18		7.943275e-17		8.558541e-16	1.1142943000000002e-12	5.128614e-12	1.4223284e-11						B0Ve	1.1341887014023424	68.98605640616073	False	False
11424	b'CXO J031747.3-663121'	03 17 47.36	-66 31 21.5	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-44.662363614285745	283.4288204175419	True	False
11425	b'CXO J073618.6+653801'	07 36 18.67	+65 38 00.3	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	29.130596567052045	150.5315822675118	True	False
11426	b'2MASS J17583455-2123215'	17 58 34.5552	-21 23 21.540	14.0	14.0	0.2205	0.21100000000000002	90.0	A	O	b'2018yCat.1345....0G'						7.8378935e-19	4.1686927e-12	2.951211e-10	3.6559455e-09						B0Ve	1.3265935010767036	7.986238598747107	False	False
11427	b'[SP2003] 11'	07 37 26.1	+65 36 56	5.0	5.0			0.0	D		b'2003AJ....125.3025S'															B0Ve	29.245906600943574	150.5563708832961	True	False
11428	b'LS   I +61  303'	02 40 31.6641	+61 13 45.591	14.0	14.0	0.0285	0.03	90.0	A	O	b'2018yCat.1345....0G'	5.3703123e-12	2.454711e-12	1.7782794e-11	6.4565485e-11	2.8183816e-10	4.0429646000000005e-11	2.3933142e-09	5.9156204e-09	1.2105986e-08						B0Ve	1.0861287272187303	135.675280920274	False	False
11429	b'[CHP2004] J124206.6+323209'	12 42 06.6	+32 32 09	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	84.22694821241892	142.87145075533402	True	False
11430	b'2MASS J04453671-5914277'	04 45 36.719	-59 14 27.78	7.0	7.0	120.0	110.0	25.0	B	N	b'2003yCat.2246....0C'							6.3826394e-17	2.8641765e-16	2.4831357e-15						B0Ve	-39.0034219217644	268.7794600949232	False	False
11431	b'RX J0055.4-7210'	00 55 27.746	-72 10 58.74	7.0	7.0	510.0	510.0	90.0	C		b'2013A&A...558A...3S'		2.1877624000000002e-17	1.6595842e-17												B0Ve	-44.94187042758929	302.49701337597764	False	False
11432	b'RX J0531.2-6609'	05 31 13.3008	-66 07 05.006	8.0	8.0	300.0	300.0	90.0	C	I	b'2009AJ....138.1003B'			3.981075e-15												B0Ve	-32.7175119686313	276.05841941670366	False	False
11433	b'[BWE2015] NGC 4214   7'	12 15 35.347	+36 17 52.10	7.0	7.0			0.0	D	X	b'2015AJ....150...94B'															B0Ve	78.08749923418945	160.39491020619957	True	False
11434	b'IGR J19113+1533'	19 11 18.83	+15 32 32.8	6.0	6.0			0.0	D		b'2010A&A...519A..96M'															B0Ve	2.746275997021315	49.003834995213964	True	False
11435	b'CXOU J060107.2-234034'	06 01 07.23	-23 40 34.9	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	-21.1386538323663	229.530487170622	True	False
11436	b'[CHP2004] J140306.0+541945'	14 03 06.0	+54 19 45	5.0	5.0			0.0	D	X	b'2004ApJ...602..231C'															B0Ve	59.796545237791655	102.04246145313255	True	False
11437	b'2MASS J00520059-7329255'	00 52 00.6120	-73 29 25.668	14.0	14.0	0.0287	0.0244	90.0	A	O	b'2018yCat.1345....0G'		6.60693e-16	6.60693e-16			5.699021e-16	8.609946000000001e-16	9.332549e-16	1.7782794e-15						B0Ve	-43.63772665669807	302.8757466176042	False	False
11438	b'CXOU J140242.7+542016'	14 02 42.74	+54 20 16.1	6.0	6.0			0.0	D	X	b'2012MNRAS.419.2095M'															B0Ve	59.81997330447642	102.14614924071259	True	False
